Estado Matricula,Período,Año,Organización Jurídica,Categoría,Tamaño,Sector Agregado,Sector Actividad Económica,CIIU1,Personal Ocupado,Municipio,Zona,Barrio,Total Valor Activos,Total Valor Pasivos,Total Valor Patrimonio,Total Valor Ventas Netas
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5621 ** Catering para eventos,0,NEIVA,NORTE,CORREGIMIENTO FORTALECILLAS,1600000,0,1600000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,1,PITALITO,SUR,CENTRO,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,NEIVA,NORTE,LA TOMA,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,0,NEIVA,NORTE,EL LIMONAR,10000000,0,10000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,1,ACEVEDO,SUR,INSPECCION DE SAN ADOLFO,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Construcción,Construcción,F4321 ** Instalaciones electricas,1,NEIVA,NORTE,LOS COLORES,10000000,1000000,9000000,100000
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1630 ** Fabricacion de partes y piezas de madera  de carpinteria y ebanisteria para la construccion,0,NEIVA,NORTE,CAGUAN,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4772 ** Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados,1,PITALITO,SUR,LOS LAGOS,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,0,GARZON,CENTRO,COMUNEROS,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Construcción,Construcción,F4321 ** Instalaciones electricas,0,NEIVA,NORTE,MANZANARES,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,AIPE,NORTE,CENTRO,4100000,0,4100000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,0,NEIVA,NORTE,TENERIFE,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4520 ** Mantenimiento y reparacion de vehiculos automotores,0,NEIVA,NORTE,EL CENTRO,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4755 ** Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,1,ISNOS,SUR,LA CANDELARIA,3600000,0,3600000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4520 ** Mantenimiento y reparacion de vehiculos automotores,0,NEIVA,NORTE,CALIXTO LEIVA,400000,0,400000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,0,AIPE,NORTE,SAN MARTIN,14000000,0,14000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,1,PITALITO,SUR,LIBERTADOR,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,RIVERA,NORTE,CENTRO,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,1,TARQUI,CENTRO,MAITO,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,PALERMO,NORTE,LLANOS DE VIMIANZO,10000000,0,10000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5514 ** Alojamiento rural,0,RIVERA,NORTE,VEREDA EL SALADO,10000000,0,10000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,0,NEIVA,NORTE,LA INDEPENDENCIA,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4782 ** Comercio al por menor de productos textiles  prendas de vestir y calzado  en puestos de venta moviles,2,EL PITAL,CENTRO,ECUADOR,1500000,750000,750000,1500000
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,NEIVA,NORTE,LA LIBERTAD,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,GARZON,CENTRO,PESCADO,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,NEIVA,NORTE,LA LIBERTAD,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,LA PLATA,OCCIDENTE,AVENIDA LIBERTADORES,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C2511 ** Fabricacion de productos metalicos para uso estructural,0,NEIVA,NORTE,LAS CRISTALINAS,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N7710 ** Alquiler y arrendamiento de vehiculos automotores,0,NEIVA,NORTE,VALPARAISO,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4520 ** Mantenimiento y reparacion de vehiculos automotores,2,ISNOS,SUR,COLISEO,94900000,21002000,73898000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,LA PLATA,OCCIDENTE,EL CENTRO,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,1,PITALITO,SUR,LOS NOGALES,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,1,NEIVA,NORTE,LOS PINOS,1800000,0,1800000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios,0,NEIVA,NORTE,MANZANARES,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9200 ** Actividades de juegos de azar y apuestas,0,AIPE,NORTE,VEREDA EL DINDAL,600000,0,600000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7010 ** Actividades de administracion empresarial,0,TELLO,NORTE,CENTRO,100000000,0,100000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4520 ** Mantenimiento y reparacion de vehiculos automotores,0,NEIVA,NORTE,CALIXTO LEIVA,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.,0,NEIVA,NORTE,CAGUAN,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Servicios,"Distribución de agua, saneamiento ambiental",E3830 ** Recuperacion de materiales,0,NEIVA,NORTE,LOS ALMENDROS,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,1,GARZON,CENTRO,EL CENTRO,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Sociedades por Acciones Simplificadas,Principal,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,0,PITALITO,SUR,TRINIDAD,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,1,PITALITO,SUR,LAS AMERICAS,4500000,0,4500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,1,ACEVEDO,SUR,SICANDES,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4773 ** Comercio al por menor de productos farmaceuticos y medicinales  cosmeticos y articulos de tocador en establecimientos especializados,0,NEIVA,NORTE,EL CENTRO,4200000,0,4200000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,0,LA ARGENTINA,OCCIDENTE,VILLA DEL CANVIS,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Otras actividades de servicios,S9602 ** Peluqueria y otros tratamientos de belleza,1,PITALITO,SUR,TRINIDAD,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,0,NEIVA,NORTE,LAS PALMAS,2500000,0,2500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4781 ** Comercio al por menor de alimentos  bebidas y tabaco en puestos de venta moviles,0,AIPE,NORTE,VEREDA VENTANAS,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,0,NEIVA,NORTE,ZONA INDUSTRIAL,8000000,0,8000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades artísticas, de entretenimiento y recreación",R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.,0,YAGUARA,NORTE,SAN VICENTE,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C1081 ** Elaboracion de productos de panaderia,1,TIMANA,SUR,CENTRO,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,NEIVA,NORTE,SAN FRANCISCO DE ASIS,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,AIPE,NORTE,CENTRO,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,ALGECIRAS,NORTE,CENTRO,1000000,0,1000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,0,PITALITO,SUR,VILLA CAFE,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados,1,PITALITO,SUR,LOS PINOS,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Industria,Industrias manufactureras,C3110 ** Fabricacion de muebles,0,GARZON,CENTRO,LA GAITANA,3000000,0,3000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Alojamiento y Servicios de Comida,I5611 ** Expendio a la mesa de comidas preparadas,0,PAICOL,OCCIDENTE,LOS ALMENDROS,5000000,0,5000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Agricultura,"Agricultura, ganadería, caza, silvicultura y pesca",A0161 ** Actividades de apoyo a la agricultura,0,TELLO,NORTE,ROSA BLANCA,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,Actividades de servicios administrativos y de apoyo,N8219 ** Fotocopiado  preparacion de documentos y otras actividades especializadas de apoyo a oficina,1,ACEVEDO,SUR,CENTRO,4000000,0,4000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,0,OPORAPA,SUR,EL CENTRO,2000000,0,2000000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Servicios,"Actividades profesionales, científicas y técnicas",M7020 ** Actividades de consultoria de gestion,0,NEIVA,NORTE,ALTICO,1700000,0,1700000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,0,EL PITAL,CENTRO,ESPERANZA,1500000,0,1500000,0
Constituciones,2° Trimestre,2021,Persona Natural,Establecimiento,Micro,Comercio,Comercio al por mayor y al por menor; Vehículos,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,0,CAMPOALEGRE,NORTE,CENTRO,800000,0,800000,0
